"effort","total_infected"
0,1232
0.01,1217
0.06,1149
0.11,1113
0.16,1088
0.21,1091
0.26,1109
0.31,1090
0.36,1031
0.41,985
0.46,985
0.51,884
0.56,778
0.61,894
0.66,904
0.71,918
0.76,905
0.81,885
0.86,836
0.91,943
0.96,960
