"effort","total_infected"
0,3273
0.01,3001
0.06,1670
0.11,811
0.16,636
0.21,510
0.26,40
0.31,28
0.36,20
0.41,18
0.46,14
0.51,10
0.56,8
0.61,8
0.66,8
0.71,8
0.76,3
0.81,3
0.86,3
0.91,3
0.96,1
