"effort","total_infected"
0,3273
0.01,2992
0.06,1668
0.11,787
0.16,621
0.21,480
0.26,225
0.31,62
0.36,20
0.41,14
0.46,7
0.51,4
0.56,3
0.61,1
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
