"effort","total_infected"
0,3273
0.01,2992
0.06,1670
0.11,793
0.16,629
0.21,489
0.26,233
0.31,72
0.36,20
0.41,14
0.46,6
0.51,5
0.56,3
0.61,2
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
