"effort","total_infected"
0,3273
0.01,2992
0.06,1669
0.11,842
0.16,662
0.21,518
0.26,228
0.31,9
0.36,8
0.41,6
0.46,6
0.51,4
0.56,3
0.61,3
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
