"effort","total_infected"
0,3273
0.01,2992
0.06,41
0.11,21
0.16,19
0.21,19
0.26,19
0.31,19
0.36,19
0.41,14
0.46,11
0.51,10
0.56,10
0.61,10
0.66,10
0.71,10
0.76,9
0.81,8
0.86,8
0.91,8
0.96,1
