time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3141, 145, 0
3, 2931, 355, 0
4, 1992, 1294, 0
5, 842, 2443, 1
6, 275, 3009, 2
7, 87, 3164, 35
8, 34, 3001, 251
9, 23, 2276, 987
10, 16, 1137, 2133
11, 15, 373, 2898
12, 13, 118, 3155
13, 13, 41, 3232
14, 13, 13, 3260
15, 13, 6, 3267
16, 13, 3, 3270
17, 13, 0, 3273
