time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3282, 4, 0
3, 3219, 67, 0
4, 2536, 750, 0
5, 1174, 2111, 1
6, 539, 2745, 2
7, 263, 3020, 3
8, 100, 3143, 43
9, 47, 2724, 515
10, 23, 1531, 1732
11, 19, 708, 2559
12, 15, 317, 2954
13, 15, 118, 3153
14, 13, 49, 3224
15, 13, 22, 3251
16, 13, 7, 3266
17, 13, 5, 3268
18, 13, 2, 3271
19, 13, 0, 3273
