time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3277, 9, 0
3, 3223, 63, 0
4, 3162, 124, 0
5, 2077, 1208, 1
6, 853, 2430, 3
7, 364, 2917, 5
8, 147, 3124, 15
9, 70, 3114, 102
10, 33, 2349, 904
11, 22, 1156, 2108
12, 17, 465, 2804
13, 15, 186, 3085
14, 14, 78, 3194
15, 13, 31, 3242
16, 13, 17, 3256
17, 13, 6, 3267
18, 13, 3, 3270
19, 13, 1, 3272
20, 13, 0, 3273
