time, s, i, r
0, 3285, 1, 0
1, 3274, 12, 0
2, 2957, 329, 0
3, 2172, 1114, 0
4, 1256, 2030, 0
5, 372, 2913, 1
6, 156, 3122, 8
7, 54, 3022, 210
8, 28, 2505, 753
9, 20, 1500, 1766
10, 16, 559, 2711
11, 15, 193, 3078
12, 13, 60, 3213
13, 13, 31, 3242
14, 13, 9, 3264
15, 13, 6, 3267
16, 13, 3, 3270
17, 13, 0, 3273
