time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3101, 185, 0
4, 2780, 506, 0
5, 2025, 1260, 1
6, 668, 2617, 1
7, 236, 3047, 3
8, 61, 3129, 96
9, 29, 2950, 307
10, 21, 2277, 988
11, 15, 938, 2333
12, 15, 323, 2948
13, 13, 85, 3188
14, 13, 35, 3238
15, 13, 8, 3265
16, 13, 6, 3267
17, 13, 2, 3271
18, 13, 0, 3273
