time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3216, 70, 0
3, 2673, 613, 0
4, 1557, 1729, 0
5, 571, 2714, 1
6, 236, 3048, 2
7, 92, 3163, 31
8, 44, 2869, 373
9, 23, 1918, 1345
10, 19, 805, 2462
11, 15, 304, 2967
12, 15, 107, 3164
13, 13, 46, 3227
14, 13, 23, 3250
15, 13, 6, 3267
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
