time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3229, 57, 0
3, 2821, 465, 0
4, 1937, 1349, 0
5, 819, 2466, 1
6, 296, 2987, 3
7, 101, 3162, 23
8, 36, 3003, 247
9, 23, 2235, 1028
10, 18, 1100, 2168
11, 15, 394, 2877
12, 14, 126, 3146
13, 13, 45, 3228
14, 13, 17, 3256
15, 13, 7, 3266
16, 13, 4, 3269
17, 13, 1, 3272
18, 13, 0, 3273
