time, s, i, r
0, 3285, 1, 0
1, 3223, 63, 0
2, 2751, 535, 0
3, 1655, 1631, 0
4, 747, 2539, 0
5, 324, 2961, 1
6, 109, 3153, 24
7, 56, 2908, 322
8, 30, 1956, 1300
9, 20, 971, 2295
10, 15, 401, 2870
11, 15, 150, 3121
12, 13, 57, 3216
13, 13, 25, 3248
14, 13, 13, 3260
15, 13, 4, 3269
16, 13, 2, 3271
17, 13, 0, 3273
