time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3264, 22, 0
4, 2868, 418, 0
5, 1466, 1819, 1
6, 642, 2643, 1
7, 299, 2985, 2
8, 111, 3158, 17
9, 48, 3040, 198
10, 25, 1888, 1373
11, 19, 832, 2435
12, 15, 373, 2898
13, 15, 136, 3135
14, 13, 52, 3221
15, 13, 23, 3250
16, 13, 8, 3265
17, 13, 5, 3268
18, 13, 2, 3271
19, 13, 0, 3273
