time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3211, 75, 0
4, 2651, 635, 0
5, 1670, 1615, 1
6, 760, 2525, 1
7, 252, 3032, 2
8, 90, 3137, 59
9, 43, 2809, 434
10, 23, 2056, 1207
11, 18, 951, 2317
12, 15, 375, 2896
13, 15, 111, 3160
14, 13, 42, 3231
15, 13, 22, 3251
16, 13, 5, 3268
17, 13, 5, 3268
18, 13, 2, 3271
19, 13, 0, 3273
