time, s, i, r
0, 3285, 1, 0
1, 3239, 47, 0
2, 2294, 992, 0
3, 1008, 2278, 0
4, 391, 2895, 0
5, 117, 3168, 1
6, 49, 3191, 46
7, 24, 2456, 806
8, 18, 1324, 1944
9, 15, 518, 2753
10, 13, 172, 3101
11, 13, 54, 3219
12, 13, 21, 3252
13, 13, 7, 3266
14, 13, 3, 3270
15, 13, 0, 3273
