time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3248, 38, 0
4, 3180, 106, 0
5, 2742, 543, 1
6, 1460, 1825, 1
7, 652, 2630, 4
8, 298, 2979, 9
9, 111, 3130, 45
10, 57, 2795, 434
11, 30, 1794, 1462
12, 19, 888, 2379
13, 15, 360, 2911
14, 15, 138, 3133
15, 13, 61, 3212
16, 13, 26, 3247
17, 13, 12, 3261
18, 13, 5, 3268
19, 13, 2, 3271
20, 13, 0, 3273
