time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3224, 62, 0
3, 2915, 371, 0
4, 1527, 1759, 0
5, 688, 2597, 1
6, 296, 2986, 4
7, 105, 3163, 18
8, 58, 2974, 254
9, 29, 1877, 1380
10, 21, 912, 2353
11, 15, 367, 2904
12, 15, 140, 3131
13, 13, 58, 3215
14, 13, 27, 3246
15, 13, 12, 3261
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
