time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3283, 3, 0
4, 3283, 3, 0
5, 3276, 9, 1
6, 3273, 12, 1
7, 3271, 13, 2
8, 3235, 49, 2
9, 2673, 610, 3
10, 2074, 1205, 7
11, 896, 2379, 11
12, 248, 3023, 15
13, 90, 3157, 39
14, 34, 2861, 391
15, 23, 2363, 900
16, 16, 1150, 2120
17, 15, 380, 2891
18, 13, 110, 3163
19, 13, 40, 3233
20, 13, 15, 3258
21, 13, 6, 3267
22, 13, 3, 3270
23, 13, 0, 3273
