time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3000, 286, 0
3, 1763, 1523, 0
4, 819, 2467, 0
5, 335, 2950, 1
6, 117, 3162, 7
7, 47, 3088, 151
8, 26, 2134, 1126
9, 21, 1070, 2195
10, 15, 431, 2840
11, 15, 148, 3123
12, 13, 55, 3218
13, 13, 22, 3251
14, 13, 10, 3263
15, 13, 5, 3268
16, 13, 2, 3271
17, 13, 0, 3273
