time, s, i, r
0, 3285, 1, 0
1, 3268, 18, 0
2, 3263, 23, 0
3, 3252, 34, 0
4, 2971, 315, 0
5, 1560, 1725, 1
6, 581, 2690, 15
7, 254, 3012, 20
8, 72, 3182, 32
9, 29, 3027, 230
10, 19, 1851, 1416
11, 14, 838, 2434
12, 14, 306, 2966
13, 13, 96, 3177
14, 13, 34, 3239
15, 13, 6, 3267
16, 13, 5, 3268
17, 13, 1, 3272
18, 13, 0, 3273
