time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3182, 104, 0
3, 3001, 285, 0
4, 2121, 1165, 0
5, 901, 2384, 1
6, 307, 2977, 2
7, 93, 3175, 18
8, 34, 3071, 181
9, 22, 2352, 912
10, 18, 1197, 2071
11, 15, 412, 2859
12, 13, 125, 3148
13, 13, 42, 3231
14, 13, 14, 3259
15, 13, 7, 3266
16, 13, 4, 3269
17, 13, 0, 3273
