time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3275, 11, 0
3, 3175, 111, 0
4, 2053, 1233, 0
5, 753, 2532, 1
6, 408, 2875, 3
7, 98, 3180, 8
8, 41, 3147, 98
9, 19, 2271, 996
10, 16, 1073, 2197
11, 13, 469, 2804
12, 13, 142, 3131
13, 13, 45, 3228
14, 13, 13, 3260
15, 13, 4, 3269
16, 13, 2, 3271
17, 13, 0, 3273
