time, s, i, r
0, 3285, 1, 0
1, 3234, 52, 0
2, 2969, 317, 0
3, 2444, 842, 0
4, 1226, 2060, 0
5, 473, 2812, 1
6, 185, 3058, 43
7, 65, 3031, 190
8, 35, 2680, 571
9, 22, 1522, 1742
10, 15, 664, 2607
11, 15, 234, 3037
12, 13, 83, 3190
13, 13, 32, 3241
14, 13, 16, 3257
15, 13, 5, 3268
16, 13, 2, 3271
17, 13, 0, 3273
