time, s, i, r
0, 3285, 1, 0
1, 3198, 88, 0
2, 2701, 585, 0
3, 2112, 1174, 0
4, 824, 2462, 0
5, 272, 3013, 1
6, 94, 3124, 68
7, 37, 2904, 345
8, 21, 2432, 833
9, 16, 1116, 2154
10, 15, 388, 2883
11, 13, 116, 3157
12, 13, 44, 3229
13, 13, 15, 3258
14, 13, 6, 3267
15, 13, 3, 3270
16, 13, 0, 3273
