time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3267, 19, 0
4, 3261, 25, 0
5, 3252, 33, 1
6, 2971, 313, 2
7, 1560, 1722, 4
8, 581, 2689, 16
9, 254, 3012, 20
10, 72, 3182, 32
11, 29, 3027, 230
12, 19, 1851, 1416
13, 14, 838, 2434
14, 14, 306, 2966
15, 13, 96, 3177
16, 13, 34, 3239
17, 13, 6, 3267
18, 13, 5, 3268
19, 13, 1, 3272
20, 13, 0, 3273
