time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 3058, 228, 0
3, 2566, 720, 0
4, 1315, 1971, 0
5, 527, 2758, 1
6, 204, 3075, 7
7, 66, 3080, 140
8, 35, 2770, 481
9, 22, 1655, 1609
10, 15, 729, 2542
11, 15, 257, 3014
12, 13, 85, 3188
13, 13, 32, 3241
14, 13, 16, 3257
15, 13, 5, 3268
16, 13, 2, 3271
17, 13, 0, 3273
