time, s, i, r
0, 3285, 1, 0
1, 3260, 26, 0
2, 2934, 352, 0
3, 2325, 961, 0
4, 1047, 2239, 0
5, 370, 2915, 1
6, 122, 3143, 21
7, 42, 3066, 178
8, 24, 2545, 717
9, 19, 1368, 1899
10, 15, 504, 2767
11, 13, 156, 3117
12, 13, 52, 3221
13, 13, 22, 3251
14, 13, 8, 3265
15, 13, 4, 3269
16, 13, 0, 3273
