time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3243, 43, 0
4, 2790, 496, 0
5, 1305, 1980, 1
6, 634, 2651, 1
7, 278, 3005, 3
8, 93, 3173, 20
9, 45, 2928, 313
10, 24, 1665, 1597
11, 21, 811, 2454
12, 15, 349, 2922
13, 15, 117, 3154
14, 13, 45, 3228
15, 13, 21, 3252
16, 13, 9, 3264
17, 13, 5, 3268
18, 13, 2, 3271
19, 13, 0, 3273
