time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3249, 37, 0
3, 2968, 318, 0
4, 1886, 1400, 0
5, 775, 2510, 1
6, 353, 2931, 2
7, 119, 3151, 16
8, 50, 3078, 158
9, 25, 2164, 1097
10, 20, 1045, 2221
11, 15, 446, 2825
12, 14, 152, 3120
13, 13, 56, 3217
14, 13, 24, 3249
15, 13, 10, 3263
16, 13, 4, 3269
17, 13, 1, 3272
18, 13, 0, 3273
