time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3120, 166, 0
3, 2936, 350, 0
4, 2066, 1220, 0
5, 893, 2392, 1
6, 310, 2972, 4
7, 94, 3137, 55
8, 37, 2979, 270
9, 25, 2310, 951
10, 18, 1188, 2080
11, 15, 399, 2872
12, 13, 130, 3143
13, 13, 47, 3226
14, 13, 17, 3256
15, 13, 7, 3266
16, 13, 4, 3269
17, 13, 0, 3273
