time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3246, 40, 0
3, 2939, 347, 0
4, 2077, 1209, 0
5, 1032, 2253, 1
6, 415, 2867, 4
7, 137, 3118, 31
8, 63, 3000, 223
9, 33, 2408, 845
10, 22, 1322, 1942
11, 15, 566, 2705
12, 15, 175, 3096
13, 13, 75, 3198
14, 13, 31, 3242
15, 13, 15, 3258
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
