time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3240, 46, 0
4, 2803, 483, 0
5, 1623, 1662, 1
6, 644, 2641, 1
7, 285, 2998, 3
8, 102, 3158, 26
9, 51, 2918, 317
10, 24, 1942, 1320
11, 20, 885, 2381
12, 15, 363, 2908
13, 14, 131, 3141
14, 13, 52, 3221
15, 13, 24, 3249
16, 13, 9, 3264
17, 13, 4, 3269
18, 13, 1, 3272
19, 13, 0, 3273
