time, s, i, r
0, 3285, 1, 0
1, 3273, 13, 0
2, 2986, 300, 0
3, 1390, 1896, 0
4, 552, 2734, 0
5, 177, 3108, 1
6, 57, 3218, 11
7, 27, 3025, 234
8, 17, 1717, 1552
9, 15, 763, 2508
10, 13, 235, 3038
11, 13, 73, 3200
12, 13, 27, 3246
13, 13, 9, 3264
14, 13, 4, 3269
15, 13, 0, 3273
