time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3275, 11, 0
3, 3218, 68, 0
4, 2826, 460, 0
5, 1963, 1322, 1
6, 901, 2382, 3
7, 374, 2904, 8
8, 131, 3113, 42
9, 61, 2932, 293
10, 33, 2274, 979
11, 22, 1152, 2112
12, 15, 506, 2765
13, 15, 167, 3104
14, 13, 69, 3204
15, 13, 31, 3242
16, 13, 15, 3258
17, 13, 5, 3268
18, 13, 2, 3271
19, 13, 0, 3273
