time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3283, 3, 0
4, 3283, 3, 0
5, 3265, 20, 1
6, 3262, 23, 1
7, 3161, 123, 2
8, 2617, 667, 2
9, 1579, 1704, 3
10, 759, 2510, 17
11, 226, 3037, 23
12, 98, 3073, 115
13, 43, 2733, 510
14, 23, 1972, 1291
15, 19, 967, 2300
16, 15, 347, 2924
17, 15, 119, 3152
18, 13, 44, 3229
19, 13, 22, 3251
20, 13, 6, 3267
21, 13, 5, 3268
22, 13, 2, 3271
23, 13, 0, 3273
