time, s, i, r
0, 3285, 1, 0
1, 3189, 97, 0
2, 2614, 672, 0
3, 1355, 1931, 0
4, 569, 2717, 0
5, 264, 3021, 1
6, 82, 3165, 39
7, 36, 2877, 373
8, 24, 1642, 1620
9, 15, 777, 2494
10, 15, 313, 2958
11, 13, 107, 3166
12, 13, 38, 3235
13, 13, 14, 3259
14, 13, 7, 3266
15, 13, 2, 3271
16, 13, 0, 3273
