time, s, i, r
0, 3285, 1, 0
1, 3269, 17, 0
2, 3256, 30, 0
3, 2891, 395, 0
4, 1550, 1736, 0
5, 709, 2576, 1
6, 293, 2990, 3
7, 105, 3162, 19
8, 52, 2972, 262
9, 25, 1954, 1307
10, 21, 932, 2333
11, 15, 378, 2893
12, 15, 135, 3136
13, 13, 53, 3220
14, 13, 25, 3248
15, 13, 9, 3264
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
