time, s, i, r
0, 3285, 1, 0
1, 3222, 64, 0
2, 2979, 307, 0
3, 2447, 839, 0
4, 1237, 2049, 0
5, 470, 2815, 1
6, 183, 3053, 50
7, 65, 3031, 190
8, 35, 2689, 562
9, 22, 1542, 1722
10, 15, 655, 2616
11, 15, 236, 3035
12, 13, 82, 3191
13, 13, 32, 3241
14, 13, 16, 3257
15, 13, 5, 3268
16, 13, 2, 3271
17, 13, 0, 3273
