time, s, i, r
0, 3285, 1, 0
1, 3274, 12, 0
2, 3027, 259, 0
3, 2271, 1015, 0
4, 923, 2363, 0
5, 348, 2937, 1
6, 104, 3178, 4
7, 39, 3148, 99
8, 24, 2479, 783
9, 18, 1244, 2024
10, 15, 462, 2809
11, 13, 135, 3138
12, 13, 46, 3227
13, 13, 19, 3254
14, 13, 7, 3266
15, 13, 4, 3269
16, 13, 0, 3273
