time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 3234, 52, 0
3, 2727, 559, 0
4, 1850, 1436, 0
5, 706, 2579, 1
6, 224, 3057, 5
7, 104, 3148, 34
8, 41, 2926, 319
9, 21, 2208, 1057
10, 18, 966, 2302
11, 15, 327, 2944
12, 14, 116, 3156
13, 13, 46, 3227
14, 13, 21, 3252
15, 13, 6, 3267
16, 13, 4, 3269
17, 13, 1, 3272
18, 13, 0, 3273
