time, s, i, r
0, 3285, 1, 0
1, 3254, 32, 0
2, 3001, 285, 0
3, 2373, 913, 0
4, 1199, 2087, 0
5, 446, 2839, 1
6, 162, 3101, 23
7, 63, 3056, 167
8, 33, 2601, 652
9, 22, 1495, 1769
10, 15, 638, 2633
11, 15, 208, 3063
12, 13, 77, 3196
13, 13, 31, 3242
14, 13, 15, 3258
15, 13, 5, 3268
16, 13, 2, 3271
17, 13, 0, 3273
