time, s, i, r
0, 3285, 1, 0
1, 3051, 235, 0
2, 1618, 1668, 0
3, 703, 2583, 0
4, 310, 2976, 0
5, 111, 3174, 1
6, 48, 3115, 123
7, 25, 2061, 1200
8, 19, 921, 2346
9, 15, 390, 2881
10, 15, 138, 3133
11, 13, 52, 3221
12, 13, 23, 3250
13, 13, 8, 3265
14, 13, 5, 3268
15, 13, 2, 3271
16, 13, 0, 3273
