time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3195, 91, 0
4, 2262, 1024, 0
5, 1018, 2267, 1
6, 503, 2782, 1
7, 238, 3046, 2
8, 87, 3128, 71
9, 39, 2585, 662
10, 22, 1340, 1924
11, 17, 632, 2637
12, 15, 289, 2982
13, 14, 100, 3172
14, 13, 41, 3232
15, 13, 16, 3257
16, 13, 7, 3266
17, 13, 3, 3270
18, 13, 1, 3272
19, 13, 0, 3273
