time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3281, 5, 0
3, 3181, 105, 0
4, 2649, 637, 0
5, 1939, 1346, 1
6, 652, 2633, 1
7, 218, 3063, 5
8, 70, 3138, 78
9, 33, 2848, 405
10, 23, 2158, 1105
11, 15, 925, 2346
12, 15, 310, 2961
13, 13, 84, 3189
14, 13, 36, 3237
15, 13, 14, 3259
16, 13, 6, 3267
17, 13, 2, 3271
18, 13, 0, 3273
