time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3034, 252, 0
4, 2015, 1271, 0
5, 898, 2387, 1
6, 349, 2936, 1
7, 118, 3164, 4
8, 60, 3083, 143
9, 31, 2373, 882
10, 21, 1166, 2099
11, 15, 471, 2800
12, 15, 161, 3110
13, 13, 63, 3210
14, 13, 28, 3245
15, 13, 13, 3260
16, 13, 5, 3268
17, 13, 2, 3271
18, 13, 0, 3273
