"effort","total_infected, edges_closed"
0,1252
0.01,1232
0.06,1362
0.11,1382
0.16,1418
0.21,1428
0.26,1494
0.31,1501
0.36,1541
0.41,1575
0.46,1636
0.51,1604
0.56,1617
0.61,1614
0.66,1522
0.71,1216
0.76,801
0.81,368
0.86,177
0.91,41
0.96,14
