"effort","total_infected, edges_closed"
0,1267
0.01,1270
0.06,1361
0.11,1407
0.16,1453
0.21,1448
0.26,1490
0.31,1470
0.36,1562
0.41,1576
0.46,1601
0.51,1647
0.56,1604
0.61,1655
0.66,1543
0.71,1451
0.76,923
0.81,600
0.86,249
0.91,29
0.96,17
