"effort","total_infected"
0,1288
0.01,1253
0.06,1259
0.11,1251
0.16,1210
0.21,1197
0.26,1215
0.31,1216
0.36,1092
0.41,1107
0.46,1066
0.51,1061
0.56,1022
0.61,989
0.66,917
0.71,868
0.76,799
0.81,708
0.86,618
0.91,489
0.96,338
