"effort","total_infected"
0,1285
0.01,1223
0.06,1126
0.11,935
0.16,899
0.21,841
0.26,799
0.31,787
0.36,743
0.41,667
0.46,606
0.51,534
0.56,462
0.61,398
0.66,351
0.71,315
0.76,267
0.81,208
0.86,151
0.91,128
0.96,102
