"effort","total_infected"
0,1244
0.01,1241
0.06,1102
0.11,965
0.16,890
0.21,858
0.26,793
0.31,765
0.36,735
0.41,701
0.46,621
0.51,548
0.56,457
0.61,391
0.66,360
0.71,317
0.76,280
0.81,206
0.86,146
0.91,119
0.96,98
