"effort","total_infected"
0,3286
0.01,3019
0.06,1682
0.11,807
0.16,659
0.21,422
0.26,108
0.31,6
0.36,5
0.41,4
0.46,4
0.51,3
0.56,2
0.61,1
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
