"effort","total_infected"
0,3286
0.01,3019
0.06,19
0.11,19
0.16,15
0.21,15
0.26,15
0.31,11
0.36,11
0.41,2
0.46,1
0.51,1
0.56,1
0.61,1
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
