"effort","total_infected"
0,3286
0.01,3019
0.06,1684
0.11,817
0.16,673
0.21,41
0.26,37
0.31,23
0.36,19
0.41,14
0.46,13
0.51,10
0.56,9
0.61,9
0.66,9
0.71,9
0.76,3
0.81,3
0.86,3
0.91,1
0.96,1
