"effort","total_infected"
0,1216
0.01,1270
0.06,1162
0.11,1088
0.16,1009
0.21,922
0.26,888
0.31,828
0.36,768
0.41,721
0.46,638
0.51,610
0.56,569
0.61,519
0.66,506
0.71,507
0.76,448
0.81,409
0.86,380
0.91,380
0.96,337
