"effort","total_infected"
0,3273
0.01,3271
0.06,3180
0.11,3092
0.16,3027
0.21,2906
0.26,2860
0.31,2759
0.36,2607
0.41,2555
0.46,2445
0.51,2299
0.56,2
0.61,2
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
