"effort","total_infected"
0,3273
0.01,3262
0.06,3186
0.11,3112
0.16,3069
0.21,2963
0.26,2902
0.31,2830
0.36,2778
0.41,2607
0.46,2551
0.51,2457
0.56,2340
0.61,2162
0.66,2035
0.71,1919
0.76,1646
0.81,1477
0.86,1256
0.91,139
0.96,1
