"effort","total_infected"
0,3273
0.01,3261
0.06,3239
0.11,3163
0.16,3093
0.21,3020
0.26,2923
0.31,2776
0.36,2644
0.41,2570
0.46,2504
0.51,12
0.56,4
0.61,4
0.66,4
0.71,4
0.76,4
0.81,4
0.86,1
0.91,1
0.96,1
