"effort","total_infected"
0,3273
0.01,3271
0.06,3188
0.11,3097
0.16,2959
0.21,2893
0.26,2812
0.31,5
0.36,5
0.41,5
0.46,5
0.51,1
0.56,1
0.61,1
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
