"effort","total_infected"
0,3286
0.01,3223
0.06,3001
0.11,2777
0.16,2572
0.21,2367
0.26,2175
0.31,1985
0.36,1750
0.41,1567
0.46,1391
0.51,1192
0.56,988
0.61,815
0.66,638
0.71,520
0.76,390
0.81,304
0.86,177
0.91,98
0.96,7
