"effort","total_infected"
0,3286
0.01,3226
0.06,2957
0.11,2768
0.16,2564
0.21,2374
0.26,2197
0.31,2017
0.36,1782
0.41,1569
0.46,1356
0.51,1181
0.56,1008
0.61,847
0.66,702
0.71,556
0.76,434
0.81,307
0.86,191
0.91,108
0.96,5
