"effort","total_infected"
0,3286
0.01,3251
0.06,3046
0.11,2794
0.16,2606
0.21,2413
0.26,2207
0.31,1998
0.36,1802
0.41,1600
0.46,1398
0.51,1225
0.56,1061
0.61,832
0.66,688
0.71,555
0.76,431
0.81,297
0.86,178
0.91,90
0.96,30
