"effort","total_infected"
0,3286
0.01,3232
0.06,3045
0.11,2814
0.16,2598
0.21,2424
0.26,2197
0.31,1984
0.36,1762
0.41,1551
0.46,1361
0.51,1160
0.56,956
0.61,830
0.66,678
0.71,543
0.76,414
0.81,305
0.86,181
0.91,77
0.96,1
